Date,Time,InstID,Open,High,Low,Close,Volume,OpenInterest,
20240729,14:23:00,cu2408,74140.000000,74140.000000,74140.000000,74140.000000,0.000000,84246.000000,
20240729,14:24:00,cu2408,74140.000000,74140.000000,74120.000000,74130.000000,98.000000,84185.000000,
20240729,14:25:00,cu2408,74130.000000,74130.000000,74100.000000,74110.000000,111.000000,84115.000000,
20240729,14:26:00,cu2408,74110.000000,74110.000000,74080.000000,74080.000000,130.000000,84117.000000,
