TradingDay,ActionDay,ExchangeId,StockCode,StockName,UpdateTime,LastPrice,PreSettlePrice,SettlePrice,PreClosePrice,OpenPrice,LowPrice,HighPrice,ClosePrice,UpperLimitPrice,LowerLimitPrice,Volume,PreOpenInterest,TurnOver,OpenInterest,PreDelta,CurrDelta,UpdateMillisec,AveragePrice,SellPrice1,SellPrice2,SellPrice3,SellPrice4,SellPrice5,BuyPrice1,BuyPrice2,BuyPrice3,BuyPrice4,BuyPrice5,SellQuantity1,SellQuantity2,SellQuantity3,SellQuantity4,SellQuantity5,BuyQuantity1,BuyQuantity2,BuyQuantity3,BuyQuantity4,BuyQuantity5,
20240626,20240625,,cu2407,,20:59:01,78120000,78580000,0,78460000,78120000,78120000,78120000,0,84080000,73070000,1390,113934,542934000000,113124,0,0,500,390600000,78130000,0,0,0,0,78110000,0,0,0,0,4,0,0,0,0,9,0,0,0,0,
20240626,20240625,,cu2407,,21:00:01,78130000,78580000,0,78460000,78120000,78120000,78130000,0,84080000,73070000,1394,113934,544496600000,113123,0,0,500,390600140,78150000,0,0,0,0,78130000,0,0,0,0,27,0,0,0,0,4,0,0,0,0,
20240626,20240625,,cu2407,,21:00:02,78150000,78580000,0,78460000,78120000,78110000,78150000,0,84080000,73070000,1485,113934,580049100000,113052,0,0,0,390605450,78150000,0,0,0,0,78130000,0,0,0,0,26,0,0,0,0,1,0,0,0,0,
20240626,20240625,,cu2407,,21:00:02,78150000,78580000,0,78460000,78120000,78110000,78150000,0,84080000,73070000,1514,113934,591380600000,113037,0,0,500,390608050,78180000,0,0,0,0,78160000,0,0,0,0,12,0,0,0,0,11,0,0,0,0,
20240626,20240625,,cu2407,,21:00:03,78170000,78580000,0,78460000,78120000,78110000,78170000,0,84080000,73070000,1530,113934,597633450000,113030,0,0,0,390610090,78160000,0,0,0,0,78150000,0,0,0,0,1,0,0,0,0,10,0,0,0,0,
20240626,20240625,,cu2407,,21:00:03,78160000,78580000,0,78460000,78120000,78110000,78200000,0,84080000,73070000,1544,113934,603105650000,113034,0,0,500,390612460,78200000,0,0,0,0,78180000,0,0,0,0,9,0,0,0,0,2,0,0,0,0,
20240626,20240625,,cu2407,,21:00:04,78160000,78580000,0,78460000,78120000,78110000,78200000,0,84080000,73070000,1548,113934,604669150000,113034,0,0,0,390613140,78180000,0,0,0,0,78160000,0,0,0,0,1,0,0,0,0,9,0,0,0,0,
20240626,20240625,,cu2407,,21:00:04,78140000,78580000,0,78460000,78120000,78110000,78200000,0,84080000,73070000,1584,113934,618736500000,113055,0,0,500,390616470,78160000,0,0,0,0,78130000,0,0,0,0,9,0,0,0,0,1,0,0,0,0,
20240626,20240625,,cu2407,,21:00:05,78200000,78580000,0,78460000,78120000,78110000,78200000,0,84080000,73070000,1602,113934,625771450000,113060,0,0,0,390618880,78200000,0,0,0,0,78180000,0,0,0,0,12,0,0,0,0,1,0,0,0,0,
20240626,20240625,,cu2407,,21:00:05,78200000,78580000,0,78460000,78120000,78110000,78200000,0,84080000,73070000,1611,113934,629289950000,113060,0,0,500,390620700,78180000,0,0,0,0,78170000,0,0,0,0,50,0,0,0,0,1,0,0,0,0,
