Date,Time,InstID,Kama,ER,High,Low
20240729,14:23:00,cu2408,75372.435285,0.945455,74140.000000,74140.000000,
20240729,14:24:00,cu2408,74856.079434,0.963470,74140.000000,74856.079434,
20240729,14:25:00,cu2408,74545.912787,0.963636,74140.000000,74545.912787,
20240729,14:26:00,cu2408,74342.227078,0.990909,74140.000000,74342.227078,
