TradingDay,ActionDay,ExchangeId,StockCode,StockName,UpdateTime,LastPrice,PreSettlePrice,SettlePrice,PreClosePrice,OpenPrice,LowPrice,HighPrice,ClosePrice,UpperLimitPrice,LowerLimitPrice,Volume,PreOpenInterest,TurnOver,OpenInterest,PreDelta,CurrDelta,UpdateMillisec,AveragePrice,SellPrice1,SellPrice2,SellPrice3,SellPrice4,SellPrice5,BuyPrice1,BuyPrice2,BuyPrice3,BuyPrice4,BuyPrice5,SellQuantity1,SellQuantity2,SellQuantity3,SellQuantity4,SellQuantity5,BuyQuantity1,BuyQuantity2,BuyQuantity3,BuyQuantity4,BuyQuantity5,
20240729,20240729,,cu2408,,13:39:18,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23845,93003,8847647300000,86158,0,0,0,371048320,74080000,0,0,0,0,74070000,0,0,0,0,20,0,0,0,0,9,0,0,0,0,
20240729,20240729,,cu2408,,13:39:20,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23845,93003,8847647300000,86158,0,0,500,371048320,74080000,0,0,0,0,74070000,0,0,0,0,20,0,0,0,0,8,0,0,0,0,
20240729,20240729,,cu2408,,13:39:21,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23845,93003,8847647300000,86158,0,0,0,371048320,74080000,0,0,0,0,74070000,0,0,0,0,20,0,0,0,0,6,0,0,0,0,
20240729,20240729,,cu2408,,13:39:21,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23845,93003,8847647300000,86158,0,0,500,371048320,74080000,0,0,0,0,74070000,0,0,0,0,20,0,0,0,0,6,0,0,0,0,
20240729,20240729,,cu2408,,13:39:22,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23845,93003,8847647300000,86158,0,0,0,371048320,74080000,0,0,0,0,74070000,0,0,0,0,20,0,0,0,0,9,0,0,0,0,
20240729,20240729,,cu2408,,13:39:23,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23845,93003,8847647300000,86158,0,0,0,371048320,74080000,0,0,0,0,74070000,0,0,0,0,20,0,0,0,0,7,0,0,0,0,
20240729,20240729,,cu2408,,13:39:25,74080000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23850,93003,8849499300000,86154,0,0,0,371048180,74080000,0,0,0,0,74070000,0,0,0,0,15,0,0,0,0,11,0,0,0,0,
20240729,20240729,,cu2408,,13:39:25,74070000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23862,93003,8853944050000,86146,0,0,500,371047860,74080000,0,0,0,0,74070000,0,0,0,0,4,0,0,0,0,13,0,0,0,0,
20240729,20240729,,cu2408,,13:39:26,74080000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23866,93003,8855425650000,86146,0,0,0,371047750,74090000,0,0,0,0,74070000,0,0,0,0,2,0,0,0,0,14,0,0,0,0,
20240729,20240729,,cu2408,,13:39:26,74080000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23866,93003,8855425650000,86146,0,0,500,371047750,74090000,0,0,0,0,74070000,0,0,0,0,2,0,0,0,0,14,0,0,0,0,
20240729,20240729,,cu2408,,13:39:27,74080000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23866,93003,8855425650000,86146,0,0,0,371047750,74090000,0,0,0,0,74070000,0,0,0,0,2,0,0,0,0,14,0,0,0,0,
20240729,20240729,,cu2408,,13:39:30,74080000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23866,93003,8855425650000,86146,0,0,500,371047750,74090000,0,0,0,0,74080000,0,0,0,0,2,0,0,0,0,3,0,0,0,0,
20240729,20240729,,cu2408,,13:39:31,74080000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23866,93003,8855425650000,86146,0,0,0,371047750,74090000,0,0,0,0,74080000,0,0,0,0,2,0,0,0,0,4,0,0,0,0,
20240729,20240729,,cu2408,,13:39:35,74090000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23868,93003,8856166550000,86148,0,0,500,371047700,74100000,0,0,0,0,74090000,0,0,0,0,8,0,0,0,0,18,0,0,0,0,
20240729,20240729,,cu2408,,13:39:36,74090000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23868,93003,8856166550000,86148,0,0,0,371047700,74100000,0,0,0,0,74090000,0,0,0,0,8,0,0,0,0,19,0,0,0,0,
20240729,20240729,,cu2408,,13:39:38,74090000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23868,93003,8856166550000,86148,0,0,0,371047700,74100000,0,0,0,0,74090000,0,0,0,0,8,0,0,0,0,19,0,0,0,0,
20240729,20240729,,cu2408,,13:39:41,74090000,74030000,0,74010000,74110000,73990000,74670000,0,79210000,68840000,23868,93003,8856166550000,86148,0,0,0,371047700,74100000,0,0,0,0,74090000,0,0,0,0,8,0,0,0,0,19,0,0,0,0,
